id,business_name,category,city,address,phone,rating,reviews_count,website,source,latitude,longitude,business_status,created_at
1118,JD Salons Delhi 4,Salons,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:46
1119,JD Salons Delhi 5,Salons,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:46
1120,JD Salons Delhi 6,Salons,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:46
1121,JD Salons Delhi 7,Salons,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:46
1122,JD Salons Delhi 8,Salons,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:46
1123,JD Salons Delhi 9,Salons,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:46
1124,JD Salons Delhi 10,Salons,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:46
1125,JD Salons Delhi 11,Salons,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:46
1126,JD Salons Delhi 12,Salons,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:46
1127,JD Salons Delhi 13,Salons,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:46
1128,JD Salons Delhi 14,Salons,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:46
1129,JD Salons Delhi 15,Salons,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:46
1130,Cafes Hub Delhi 1,Cafes,Delhi,"1 Main Street, Delhi",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:48
1131,Cafes Hub Delhi 2,Cafes,Delhi,"2 Main Street, Delhi",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:48
1132,Cafes Hub Delhi 3,Cafes,Delhi,"3 Main Street, Delhi",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:48
1133,Cafes Hub Delhi 4,Cafes,Delhi,"4 Main Street, Delhi",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:48
1134,Cafes Hub Delhi 5,Cafes,Delhi,"5 Main Street, Delhi",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:48
1135,Cafes Hub Delhi 6,Cafes,Delhi,"6 Main Street, Delhi",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:48
1136,Cafes Hub Delhi 7,Cafes,Delhi,"7 Main Street, Delhi",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:48
1137,Cafes Hub Delhi 8,Cafes,Delhi,"8 Main Street, Delhi",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:48
1138,Cafes Hub Delhi 9,Cafes,Delhi,"9 Main Street, Delhi",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:48
1139,Cafes Hub Delhi 10,Cafes,Delhi,"10 Main Street, Delhi",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:48
1140,Cafes Hub Delhi 11,Cafes,Delhi,"11 Main Street, Delhi",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:48
1141,Cafes Hub Delhi 12,Cafes,Delhi,"12 Main Street, Delhi",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:48
1142,Cafes Hub Delhi 13,Cafes,Delhi,"13 Main Street, Delhi",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:48
1143,Cafes Hub Delhi 14,Cafes,Delhi,"14 Main Street, Delhi",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:48
1144,Cafes Hub Delhi 15,Cafes,Delhi,"15 Main Street, Delhi",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:48
1145,JD Cafes Delhi 1,Cafes,Delhi,"JD Complex, Delhi",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:48
1146,JD Cafes Delhi 2,Cafes,Delhi,"JD Complex, Delhi",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:48
1147,JD Cafes Delhi 3,Cafes,Delhi,"JD Complex, Delhi",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:48
1148,JD Cafes Delhi 4,Cafes,Delhi,"JD Complex, Delhi",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:48
1149,JD Cafes Delhi 5,Cafes,Delhi,"JD Complex, Delhi",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:48
1150,JD Cafes Delhi 6,Cafes,Delhi,"JD Complex, Delhi",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:48
1151,JD Cafes Delhi 7,Cafes,Delhi,"JD Complex, Delhi",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:48
1152,JD Cafes Delhi 8,Cafes,Delhi,"JD Complex, Delhi",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:48
1153,JD Cafes Delhi 9,Cafes,Delhi,"JD Complex, Delhi",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:48
1154,JD Cafes Delhi 10,Cafes,Delhi,"JD Complex, Delhi",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:48
1155,JD Cafes Delhi 11,Cafes,Delhi,"JD Complex, Delhi",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:48
1156,JD Cafes Delhi 12,Cafes,Delhi,"JD Complex, Delhi",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:48
1157,JD Cafes Delhi 13,Cafes,Delhi,"JD Complex, Delhi",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:48
1158,JD Cafes Delhi 14,Cafes,Delhi,"JD Complex, Delhi",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:48
1159,JD Cafes Delhi 15,Cafes,Delhi,"JD Complex, Delhi",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:48
1160,Restaurants Hub Bangalore 1,Restaurants,Bangalore,"1 Main Street, Bangalore",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:50
1161,Restaurants Hub Bangalore 2,Restaurants,Bangalore,"2 Main Street, Bangalore",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:50
1162,Restaurants Hub Bangalore 3,Restaurants,Bangalore,"3 Main Street, Bangalore",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:50
1163,Restaurants Hub Bangalore 4,Restaurants,Bangalore,"4 Main Street, Bangalore",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:50
1164,Restaurants Hub Bangalore 5,Restaurants,Bangalore,"5 Main Street, Bangalore",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:50
1165,Restaurants Hub Bangalore 6,Restaurants,Bangalore,"6 Main Street, Bangalore",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:50
1166,Restaurants Hub Bangalore 7,Restaurants,Bangalore,"7 Main Street, Bangalore",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:50
1167,Restaurants Hub Bangalore 8,Restaurants,Bangalore,"8 Main Street, Bangalore",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:50
1168,Restaurants Hub Bangalore 9,Restaurants,Bangalore,"9 Main Street, Bangalore",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:50
1169,Restaurants Hub Bangalore 10,Restaurants,Bangalore,"10 Main Street, Bangalore",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:50
1170,Restaurants Hub Bangalore 11,Restaurants,Bangalore,"11 Main Street, Bangalore",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:50
1171,Restaurants Hub Bangalore 12,Restaurants,Bangalore,"12 Main Street, Bangalore",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:50
1172,Restaurants Hub Bangalore 13,Restaurants,Bangalore,"13 Main Street, Bangalore",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:50
1173,Restaurants Hub Bangalore 14,Restaurants,Bangalore,"14 Main Street, Bangalore",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:50
1174,Restaurants Hub Bangalore 15,Restaurants,Bangalore,"15 Main Street, Bangalore",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:50
1175,JD Restaurants Bangalore 1,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:50
1176,JD Restaurants Bangalore 2,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:50
1177,JD Restaurants Bangalore 3,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:50
1178,JD Restaurants Bangalore 4,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:50
1179,JD Restaurants Bangalore 5,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:50
1180,JD Restaurants Bangalore 6,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:50
1181,JD Restaurants Bangalore 7,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:50
1182,JD Restaurants Bangalore 8,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:50
1183,JD Restaurants Bangalore 9,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:50
1184,JD Restaurants Bangalore 10,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:50
1185,JD Restaurants Bangalore 11,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:50
1186,JD Restaurants Bangalore 12,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:50
1187,JD Restaurants Bangalore 13,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:50
1188,JD Restaurants Bangalore 14,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:50
1189,JD Restaurants Bangalore 15,Restaurants,Bangalore,"JD Complex, Bangalore",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:50
1190,Nagashrees Restaurant & Takeway,Restaurants,Bangalore,"Shanti Nagar,                         Bangalore, 560027",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:52
1191,Mahesh Food Court,Restaurants,Bangalore,"Jayanagar,                         Bangalore, 560011",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:52
1192,The North & South Restaurant,Restaurants,Bangalore,"Whitefield,                         Bangalore, 560066",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:52
1193,Ramya Resorts Pvt. Ltd.,Restaurants,Bangalore,"Nagarabhavi,                         Bangalore, 560072",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:52
1194,Nandhana Restaurants,Restaurants,Bangalore,"Koramangala,                         Bangalore, 560038",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:52
1195,Sanjha Chulha,Restaurants,Bangalore,"Marathahalli,                         Bangalore, 560037",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:52
1196,The Egg Express,Restaurants,Bangalore,"Kengeri Satellite Town,                         Bangalore, 560060",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:52
1197,Barbeque Factory Restaurant,Restaurants,Bangalore,"Koramangala,                         Bangalore, 560095",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:52
1198,Khushi's North Indian Home Made Food,Restaurants,Bangalore,"JP Nagar,                         Bangalore, 560076",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:52
1199,Manjanna biryani home,Restaurants,Bangalore,"Kengeri Satellite Town,                         Bangalore, 560060",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:52
1200,Gyms Hub Bangalore 1,Gyms,Bangalore,"1 Main Street, Bangalore",+918888888800,4.0,100.0,https://www.example0.com,Google Maps,,,Active,2026-05-17 12:31:52
1201,Gyms Hub Bangalore 2,Gyms,Bangalore,"2 Main Street, Bangalore",+918888888801,4.1,105.0,https://www.example1.com,Google Maps,,,Active,2026-05-17 12:31:52
1202,Gyms Hub Bangalore 3,Gyms,Bangalore,"3 Main Street, Bangalore",+918888888802,4.2,110.0,https://www.example2.com,Google Maps,,,Active,2026-05-17 12:31:52
1203,Gyms Hub Bangalore 4,Gyms,Bangalore,"4 Main Street, Bangalore",+918888888803,4.3,115.0,https://www.example3.com,Google Maps,,,Active,2026-05-17 12:31:52
1204,Gyms Hub Bangalore 5,Gyms,Bangalore,"5 Main Street, Bangalore",+918888888804,4.4,120.0,https://www.example4.com,Google Maps,,,Active,2026-05-17 12:31:52
1205,Gyms Hub Bangalore 6,Gyms,Bangalore,"6 Main Street, Bangalore",+918888888805,4.5,125.0,https://www.example5.com,Google Maps,,,Active,2026-05-17 12:31:52
1206,Gyms Hub Bangalore 7,Gyms,Bangalore,"7 Main Street, Bangalore",+918888888806,4.6,130.0,https://www.example6.com,Google Maps,,,Active,2026-05-17 12:31:52
1207,Gyms Hub Bangalore 8,Gyms,Bangalore,"8 Main Street, Bangalore",+918888888807,4.7,135.0,https://www.example7.com,Google Maps,,,Active,2026-05-17 12:31:52
1208,Gyms Hub Bangalore 9,Gyms,Bangalore,"9 Main Street, Bangalore",+918888888808,4.8,140.0,https://www.example8.com,Google Maps,,,Active,2026-05-17 12:31:52
1209,Gyms Hub Bangalore 10,Gyms,Bangalore,"10 Main Street, Bangalore",+918888888809,4.9,145.0,https://www.example9.com,Google Maps,,,Active,2026-05-17 12:31:52
1210,Gyms Hub Bangalore 11,Gyms,Bangalore,"11 Main Street, Bangalore",+918888888800,4.0,150.0,https://www.example10.com,Google Maps,,,Active,2026-05-17 12:31:52
1211,Gyms Hub Bangalore 12,Gyms,Bangalore,"12 Main Street, Bangalore",+918888888801,4.1,155.0,https://www.example11.com,Google Maps,,,Active,2026-05-17 12:31:52
1212,Gyms Hub Bangalore 13,Gyms,Bangalore,"13 Main Street, Bangalore",+918888888802,4.2,160.0,https://www.example12.com,Google Maps,,,Active,2026-05-17 12:31:52
1213,Gyms Hub Bangalore 14,Gyms,Bangalore,"14 Main Street, Bangalore",+918888888803,4.3,165.0,https://www.example13.com,Google Maps,,,Active,2026-05-17 12:31:52
1214,Gyms Hub Bangalore 15,Gyms,Bangalore,"15 Main Street, Bangalore",+918888888804,4.4,170.0,https://www.example14.com,Google Maps,,,Active,2026-05-17 12:31:52
1215,JD Gyms Bangalore 1,Gyms,Bangalore,"JD Complex, Bangalore",+917777777700,3.8,50.0,,Justdial,,,Active,2026-05-17 12:31:52
1216,JD Gyms Bangalore 2,Gyms,Bangalore,"JD Complex, Bangalore",+917777777701,3.9,51.0,,Justdial,,,Active,2026-05-17 12:31:52
1217,JD Gyms Bangalore 3,Gyms,Bangalore,"JD Complex, Bangalore",+917777777702,4.0,52.0,,Justdial,,,Active,2026-05-17 12:31:52
1218,JD Gyms Bangalore 4,Gyms,Bangalore,"JD Complex, Bangalore",+917777777703,4.1,53.0,,Justdial,,,Active,2026-05-17 12:31:52
1219,JD Gyms Bangalore 5,Gyms,Bangalore,"JD Complex, Bangalore",+917777777704,4.2,54.0,,Justdial,,,Active,2026-05-17 12:31:52
1220,JD Gyms Bangalore 6,Gyms,Bangalore,"JD Complex, Bangalore",+917777777705,4.3,55.0,,Justdial,,,Active,2026-05-17 12:31:52
1221,JD Gyms Bangalore 7,Gyms,Bangalore,"JD Complex, Bangalore",+917777777706,4.4,56.0,,Justdial,,,Active,2026-05-17 12:31:52
1222,JD Gyms Bangalore 8,Gyms,Bangalore,"JD Complex, Bangalore",+917777777707,4.5,57.0,,Justdial,,,Active,2026-05-17 12:31:52
1223,JD Gyms Bangalore 9,Gyms,Bangalore,"JD Complex, Bangalore",+917777777708,4.6,58.0,,Justdial,,,Active,2026-05-17 12:31:52
1224,JD Gyms Bangalore 10,Gyms,Bangalore,"JD Complex, Bangalore",+917777777709,4.7,59.0,,Justdial,,,Active,2026-05-17 12:31:52
1225,JD Gyms Bangalore 11,Gyms,Bangalore,"JD Complex, Bangalore",+917777777700,3.8,60.0,,Justdial,,,Active,2026-05-17 12:31:52
1226,JD Gyms Bangalore 12,Gyms,Bangalore,"JD Complex, Bangalore",+917777777701,3.9,61.0,,Justdial,,,Active,2026-05-17 12:31:52
1227,JD Gyms Bangalore 13,Gyms,Bangalore,"JD Complex, Bangalore",+917777777702,4.0,62.0,,Justdial,,,Active,2026-05-17 12:31:52
1228,JD Gyms Bangalore 14,Gyms,Bangalore,"JD Complex, Bangalore",+917777777703,4.1,63.0,,Justdial,,,Active,2026-05-17 12:31:52
1229,JD Gyms Bangalore 15,Gyms,Bangalore,"JD Complex, Bangalore",+917777777704,4.2,64.0,,Justdial,,,Active,2026-05-17 12:31:52
1230,Pushup Bengaluru,Gyms,Bangalore,"Prashanth Nagar,                         Bangalore, 560040",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:31:55
1231,Mind & Body Wellness,Gyms,Bangalore,"Yelahanka New Town,                         Bangalore, 560064",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:31:55
1232,Siddaraju Massage Therapist,Gyms,Bangalore,"Jayanagar,                         Bangalore, 560041",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:31:55
1233,Vrudhi fitness center,Gyms,Bangalore,"Whitefield,                         Bangalore, 577201",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:31:55
1234,The Rock iTigers,Gyms,Bangalore,"Horamavu,                         Bangalore, 560043",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:31:55
1235,Lamp Fitness,Gyms,Bangalore,"Kalyan Nagar,                         Bangalore, 560047",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:31:55
1236,Hi Tech Gym,Gyms,Bangalore,"BTM Layout,                         Bangalore, 560029",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:31:55
1237,Therige Bhavana's,Gyms,Bangalore,"Nagarabhavi,                         Bangalore, 560072",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:31:55
1238,F45 Training,Gyms,Bangalore,"Whitefield,                         Bangalore, 560066",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:31:55
1239,UNIQUE AMC SERVICE,Gyms,Bangalore,"Kalyan Nagar,                         Bangalore, 560043",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:31:55
1240,FLY X JOURNEY,Hotels,Bangalore,"Bangalore, 560003",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:00
1241,Wish your destination,Hotels,Bangalore,"Bangalore, 560003",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:00
1242,The Global Voyage,Hotels,Bangalore,"Bangalore, 560003",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:00
1243,Travels Duniyaa,Hotels,Bangalore,"Bangalore, 560003",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:00
1244,Andaman Ocean Tours and Travels,Hotels,Bangalore,"Bangalore, 560003",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:00
1245,Sandesh Tours & Travels,Hotels,Bangalore,"Electronic City,                         Bangalore, 560100",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:00
1246,Hotel Goldfinch Retreat,Hotels,Bangalore,"Tarbanahalli,                         Bangalore, 562157",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:00
1247,Laroze Multiservices India Private Limited,Hotels,Bangalore,"Bangalore, 560003",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:00
1248,Zostel Vacations,Hotels,Bangalore,"Horamavu,                         Bangalore, 560043",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:00
1249,MidWay City Inn,Hotels,Bangalore,"Vidyaranyapura,                         Bangalore, 560097",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:00
1250,Success Electronics,Restaurants,Pune,"Ghorpadi,                         Pune, 411001",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:07
1251,The Rasoi Pure Veg. Dining Room,Restaurants,Pune,"Vadgaon Sheri,                         Pune, 411014",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:07
1252,Dossai Flavours of South,Restaurants,Pune,,+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:07
1253,Pradip Ambhore,Restaurants,Pune,"Pune, 415605",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:07
1254,Cup N Cone Ice Cream Shop,Restaurants,Pune,"Wagholi,                         Pune, 412207",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:07
1255,Café Buddys Espresso Pvt Ltd,Restaurants,Pune,"Pune Cantonment,                         Pune, 41101",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:07
1256,Yenna Dosa,Restaurants,Pune,"Bibwewadi,                         Pune, 411307",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:07
1257,Manali Veg Restaurant,Restaurants,Pune,"Erandwane,                         Pune, 411004",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:07
1258,Delhi tadka,Restaurants,Pune,"Kharadi,                         Pune, 411014",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:07
1259,Times Square AC Restaurant & Banquet Hall,Restaurants,Pune,"Camp,                         Pune, 411001",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:07
1260,Nandini Pandor,Restaurants,Ahmedabad,"Navrangpura,                         Ahmedabad, 380009",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:09
1261,Rajubha,Restaurants,Ahmedabad,"Sarkhej,                         Ahmedabad, 382170",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:09
1262,Cafe Everbean,Restaurants,Ahmedabad,"Sanidhya,                         Ahmedabad, 380054",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:09
1263,Jagdai Foods,Restaurants,Ahmedabad,,+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:09
1264,Tikka Shikka Chicken Corner,Restaurants,Ahmedabad,,+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:09
1265,Bhagwati Khana Khazana Restaurant,Restaurants,Ahmedabad,"Sabarmati,                         Ahmedabad, 380005",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:09
1266,Carnival Food Park,Restaurants,Ahmedabad,"Shilaj,                         Ahmedabad, 380058",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:09
1267,Jalaram Restaurant & Cold Drinks,Restaurants,Ahmedabad,"Kalupur,                         Ahmedabad, 380001",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:09
1268,Choice Restaurant,Restaurants,Ahmedabad,"Navrangpura,                         Ahmedabad, 380009",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:09
1269,DRH Regency,Restaurants,Ahmedabad,"Naranpura,                         Ahmedabad, 380014",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:09
1270,XMenia HiFi Fitness Club,Gyms,Pune,"Kothrud,                         Pune, 411038",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:14
1271,Wellness Expert,Gyms,Pune,"Viman Nagar,                         Pune, 411014",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:14
1272,Endurance Fitness Club,Gyms,Pune,"Parvati Paytha,                         Pune, 411009",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:14
1273,Tranceform Fitness Club,Gyms,Pune,"Dhankawadi,                         Pune, 411043",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:14
1274,Cross training fitness point,Gyms,Pune,"Kharadi,                         Pune, 411014",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:14
1275,A One Health Club,Gyms,Pune,"Dhankawadi,                         Pune, 411043",+919876543205,4.5,20.0,,Sulekha,,,Active,2026-05-17 12:32:14
1276,Add Fitness,Gyms,Pune,"Camp,                         Pune, 411001",+919876543206,4.5,21.0,,Sulekha,,,Active,2026-05-17 12:32:14
1277,Asole's Fitness Freak,Gyms,Pune,"Pune R.S.,                         Pune, 411017",+919876543207,4.5,22.0,,Sulekha,,,Active,2026-05-17 12:32:14
1278,New Image Fitness Club,Gyms,Pune,"Khadki,                         Pune, 411020",+919876543208,4.5,23.0,,Sulekha,,,Active,2026-05-17 12:32:14
1279,Infinity Fitness & Wellness Studio,Gyms,Pune,"Kondhwa Budruk,                         Pune, 411048",+919876543209,4.5,24.0,,Sulekha,,,Active,2026-05-17 12:32:14
1280,Dr. Dixit's Physio World & Fitness Center,Gyms,Ahmedabad,"Sola,                         Ahmedabad, 380060",+919876543200,4.5,15.0,,Sulekha,,,Active,2026-05-17 12:32:14
1281,Parsana Body Care & Gym,Gyms,Ahmedabad,"Shahibaug,                         Ahmedabad, 380005",+919876543201,4.5,16.0,,Sulekha,,,Active,2026-05-17 12:32:14
1282,Star Gym,Gyms,Ahmedabad,"Bapunagar,                         Ahmedabad, 382350",+919876543202,4.5,17.0,,Sulekha,,,Active,2026-05-17 12:32:14
1283,Re Create Gym,Gyms,Ahmedabad,"Paldi,                         Ahmedabad, 380007",+919876543203,4.5,18.0,,Sulekha,,,Active,2026-05-17 12:32:14
1284,NITA SHETH YOGA CLASSES,Gyms,Ahmedabad,"Satellite,                         Ahmedabad, 380015",+919876543204,4.5,19.0,,Sulekha,,,Active,2026-05-17 12:32:14
